id_businessunit,id_linea,id_pedido,sku_solicitado,sku_solicitado_hash,nombre_sku_solicitado,sku_solicitado_cambio,sku_solicitado_cambio_hash,nombre_sku_solicitado_cambio
1,4014502,8924240000000000000,1828,1520000000000000000,Del Valle Reserva Arándano,1852,3020000000000000000,"Del Valle Naranja, Botella Pet 300 ml, 6 Piezas"
1,3097195,8912100000000000000,2128,3350000000000000000,Valle Frut Citrus Punch,3012,7640000000000000000,"Valle Frut Citrus Punch, Botella Pet 355 ml, 6 Piezas"
1,6987867,9184050000000000000,2,6270000000000000000,Coca - Cola,3599,1990000000000000000,"Coca - Cola Sin Azúcar, Botella Pet 1.50 L, 8 Piezas"
1,11799198,8946050000000000000,796,6040000000000000000,Ciel Agua Purificada,3644,8730000000000000000,"Ciel Exprim Gasificada Manzana, Botella Pet 600 ml, 12 Piezas"
1,12446346,9058670000000000000,310,2520000000000000000,Coca - Cola,3402,1090000000000000000,"Coca - Cola, Botella Pet 2.00 L Retornable, 8 Piezas"
1,3473097,9060950000000000000,254,8510000000000000000,Coca - Cola,1405,5540000000000000000,"Coca - Cola, Botella Pet 400 ml, 12 Piezas"
1,5917773,9080100000000000000,310,2520000000000000000,Coca - Cola,3402,1090000000000000000,"Coca - Cola, Botella Pet 2.00 L Retornable, 8 Piezas"
1,6673758,8872200000000000000,130,5550000000000000000,Coca - Cola Light,2328,5190000000000000000,"Coca - Cola, Botella Vidrio 237 ml, 4 Piezas"
1,7988663,8960080000000000000,2574,1890000000000000000,Coca - Cola Zero,3601,70000000000000000,"Coca - Cola Sin Azúcar, Botella Pet 2.00 L, 8 Piezas"
1,15217198,8842460000000000000,254,8510000000000000000,Coca - Cola,1405,5540000000000000000,"Coca - Cola, Botella Pet 400 ml, 12 Piezas"
1,7859633,9026470000000000000,75,3430000000000000000,Ciel Agua Purificada,2365,1690000000000000000,"Ciel Exprim Limón, Botella Pet 600 ml, 12 Piezas"
1,18898722,9203750000000000000,3734,546000000000000000,Santa Clara Leche Fresa,2895,7800000000000000000,"Santa Clara Leche Cajeta, Tetra Pack 200 ml, 4 Piezas"
1,7908103,9009000000000000000,648,9000000000000000000,Fuze Tea Limón,3487,7370000000000000000,"Fuze Tea Sin Azúcar Durazno, Botella Pet 600 ml, 6 Piezas"
1,14920199,8882010000000000000,375,8050000000000000000,Del Valle Mango,3253,7670000000000000000,"Del Valle Surtida, Botella Pet 1.00 L, 6 Piezas"
1,19068406,9080550000000000000,310,2520000000000000000,Coca - Cola,3402,1090000000000000000,"Coca - Cola, Botella Pet 2.00 L Retornable, 8 Piezas"
1,20356170,9082770000000000000,3735,3120000000000000000,Santa Clara Leche Cappuccino,1916,1870000000000000000,"Santa Clara Leche Entera, Tetra Pack 1.00 L, 4 Piezas"
1,1276009,9175030000000000000,1277,7520000000000000000,Sprite Lima Limón,3251,2090000000000000000,"Sprite Lima Limón, Botella Pet 1.75 L, 4 Piezas"
1,19375048,9162630000000000000,3633,6390000000000000000,Del Valle Fizz Naranja,3631,7350000000000000000,"Del Valle Fizz Limón, Botella Pet 600 ml, 6 Piezas"
1,15450070,9034660000000000000,1152,4010000000000000000,Topo Chico Agua Mineral,4153,9100000000000000000,"Topo Chico Agua Mineral, Botella Vidrio 355 ml, 12 Piezas"
1,12057014,9135550000000000000,406,279000000000000000,Coca - Cola,2392,4910000000000000000,"Coca - Cola Light, Botella Pet 1.50 L, 6 Piezas"
1,940876,8903950000000000000,99,6140000000000000000,Coca - Cola,2819,2320000000000000000,"Coca - Cola, Botella Vidrio 355 ml, 24 Piezas"
1,4167684,9040030000000000000,3734,546000000000000000,Santa Clara Leche Fresa,2895,7800000000000000000,"Santa Clara Leche Cajeta, Tetra Pack 200 ml, 4 Piezas"
1,20759194,8937650000000000000,3055,8250000000000000000,Del Valle Néctar Manzana,2824,8130000000000000000,"Del Valle Reserva Granada, Botella Pet 237 ml, 6 Piezas"
1,12676474,8945820000000000000,3787,6050000000000000000,Familia Coca - Cola,1562,6840000000000000000,"Familia Coca - Cola, Paquete Surtido Botella Pet 2.50 L Retornable, 8 Piezas"
1,4518929,9117580000000000000,1163,2320000000000000000,Fanta Fresa,3313,4900000000000000000,"Fanta Naranja, Botella Pet 1.50 L Retornable, 12 Piezas"
1,18247337,9097520000000000000,8,7510000000000000000,Coca - Cola,173,858000000000000000,"Coca - Cola Light Sin Cafeína, Botella Pet 600 ml, 24 Piezas"
1,23601417,9187240000000000000,1994,8810000000000000000,Fuze Tea Mango Manzanilla,3487,7370000000000000000,"Fuze Tea Sin Azúcar Durazno, Botella Pet 600 ml, 6 Piezas"
1,11553904,9044200000000000000,2577,2370000000000000000,Coca - Cola Zero,1405,5540000000000000000,"Coca - Cola, Botella Pet 400 ml, 12 Piezas"
1,5203967,8885150000000000000,310,2520000000000000000,Coca - Cola,3402,1090000000000000000,"Coca - Cola, Botella Pet 2.00 L Retornable, 8 Piezas"
1,14902364,8871660000000000000,506,576000000000000000,Coca - Cola,211,7850000000000000000,"Coca - Cola Zero, Botella Pet 2.00 L, 8 Piezas"
1,8306984,9025070000000000000,2433,2060000000000000000,Coca - Cola,3,2440000000000000000,"Coca - Cola, Botella Vidrio 192 ml Retornable, 24 Piezas"
1,21460099,9083300000000000000,462,3080000000000000000,Powerade Moras,1529,7690000000000000000,"Powerade Uva, Botella Pet 1.00 L, 6 Piezas"
1,7588017,9179540000000000000,3248,174000000000000000,Fanta Fresa,232,5940000000000000000,"Fanta Naranja, Botella Pet 2.50 L, 4 Piezas"
1,1599701,8859160000000000000,1154,2680000000000000000,Topo Chico Sangría,1178,3430000000000000000,"Topo Chico Agua Mineral, Botella Pet 1.50 L, 12 Piezas"
1,15647198,9149090000000000000,1152,4010000000000000000,Topo Chico Agua Mineral,4153,9100000000000000000,"Topo Chico Agua Mineral, Botella Vidrio 355 ml, 12 Piezas"
1,12087966,8972100000000000000,1106,7690000000000000000,Coca - Cola,974,6120000000000000000,"Coca - Cola Life, Botella Pet 1.00 L, 12 Piezas"
1,7280978,8869890000000000000,4077,5610000000000000000,Joya Manzana,3262,2330000000000000000,"Joya Manzana - Durazno, Botella Pet 2.50 L, 4 Piezas"
1,5361022,9023500000000000000,2874,4290000000000000000,Del Valle Mango,380,389000000000000000,"Del Valle Durazno, Botella Vidrio 250 ml, 6 Piezas"
1,14721639,9193830000000000000,3136,1610000000000000000,Coca - Cola,3968,4520000000000000000,"Coca Cola Cherry, Botella Pet 600 ml, 12 Piezas"
1,7144110,8935430000000000000,376,6630000000000000000,Del Valle Durazno,2947,6560000000000000000,"Del Valle y Nada Limón Pepino, Botella Pet 600 ml, 6 Piezas"
1,5948078,8834010000000000000,552,4430000000000000000,Coca - Cola Light,1170,7310000000000000000,"Coca - Cola, Botella Pet 3.00 L, 6 Piezas"
1,1018935,8955520000000000000,58,6660000000000000000,Coca - Cola,3003,4680000000000000000,"Coca - Cola Zero, Botella Vidrio 235 ml, 24 Piezas"
1,21015831,8833010000000000000,3221,2750000000000000000,Santa Clara Leche Entera,4119,8020000000000000000,"Santa Clara Leche Deslactosada Semi, Tetra Pack 1.00 L, 3 Piezas"
1,8679526,8997090000000000000,220,6230000000000000000,Powerade Frutas Rojas,1290,8330000000000000000,"Powerade Mango, Botella Pet 600 ml, 6 Piezas"
1,12728971,9200410000000000000,399,1050000000000000000,Frutsi Manzana,534,7250000000000000000,"Frutsi Mango, Botella Pet 260 ml, 6 Piezas"
1,21757401,9209220000000000000,3271,8680000000000000000,Ciel Agua Purificada,114,6080000000000000000,"Ciel Saborizada Limón, Botella Pet 600 ml, 12 Piezas"
1,11270133,8835930000000000000,219,4490000000000000000,Powerade Moras,495,5740000000000000000,"Powerade Citrus Limón, Botella Pet 1.00 L, 6 Piezas"
1,9762038,8866910000000000000,2577,2370000000000000000,Coca - Cola Zero,1405,5540000000000000000,"Coca - Cola, Botella Pet 400 ml, 12 Piezas"
1,487614,9003780000000000000,463,6080000000000000000,Powerade Frutas Rojas,2908,2900000000000000000,"Powerade Coco, Botella Pet 600 ml, 6 Piezas"
1,5918165,8973570000000000000,406,279000000000000000,Coca - Cola,2392,4910000000000000000,"Coca - Cola Light, Botella Pet 1.50 L, 6 Piezas"
1,258841,9016290000000000000,8,7510000000000000000,Coca - Cola,173,858000000000000000,"Coca - Cola Light Sin Cafeína, Botella Pet 600 ml, 24 Piezas"
1,2680446,9095710000000000000,180,7100000000000000000,Coca - Cola,39,275000000000000000,"Coca - Cola Light, Botella Pet 1.00 L, 12 Piezas"
1,16945206,8904510000000000000,1154,2680000000000000000,Topo Chico Sangría,1178,3430000000000000000,"Topo Chico Agua Mineral, Botella Pet 1.50 L, 12 Piezas"
1,3804494,8954010000000000000,376,6630000000000000000,Del Valle Durazno,2947,6560000000000000000,"Del Valle y Nada Limón Pepino, Botella Pet 600 ml, 6 Piezas"
1,4307331,9017760000000000000,599,1970000000000000000,Del Valle Guayaba,1869,4750000000000000000,"Del Valle Surtida, Lata 335 ml, 6 Piezas"
1,13899835,9205110000000000000,75,3430000000000000000,Ciel Agua Purificada,2365,1690000000000000000,"Ciel Exprim Limón, Botella Pet 600 ml, 12 Piezas"
1,20390355,8977810000000000000,2,6270000000000000000,Coca - Cola,3599,1990000000000000000,"Coca - Cola Sin Azúcar, Botella Pet 1.50 L, 8 Piezas"
1,8381088,8868540000000000000,2,6270000000000000000,Coca - Cola,3599,1990000000000000000,"Coca - Cola Sin Azúcar, Botella Pet 1.50 L, 8 Piezas"
1,11410445,8863180000000000000,47,6160000000000000000,Ciel Agua Purificada,2364,4090000000000000000,"Ciel Exprim Jamaica, Botella Pet 600 ml, 12 Piezas"
1,18781390,8955490000000000000,310,2520000000000000000,Coca - Cola,3402,1090000000000000000,"Coca - Cola, Botella Pet 2.00 L Retornable, 8 Piezas"
1,15593295,8948350000000000000,58,6660000000000000000,Coca - Cola,3003,4680000000000000000,"Coca - Cola Zero, Botella Vidrio 235 ml, 24 Piezas"
1,17998750,8889740000000000000,3686,3960000000000000000,Costa - Mocha Italia Tueste Oscuro Instantaneo,3455,1420000000000000000,"Costa – Mocha Italia Tueste Medio Molido, Bolsa 1 Kg, 6 Piezas"
1,7206449,9148300000000000000,2577,2370000000000000000,Coca - Cola Zero,1405,5540000000000000000,"Coca - Cola, Botella Pet 400 ml, 12 Piezas"
1,23496175,8875780000000000000,2574,1890000000000000000,Coca - Cola Zero,3601,70000000000000000,"Coca - Cola Sin Azúcar, Botella Pet 2.00 L, 8 Piezas"
1,13678005,9180450000000000000,254,8510000000000000000,Coca - Cola,1405,5540000000000000000,"Coca - Cola, Botella Pet 400 ml, 12 Piezas"
1,12701394,9011880000000000000,99,6140000000000000000,Coca - Cola,2819,2320000000000000000,"Coca - Cola, Botella Vidrio 355 ml, 24 Piezas"
1,1541479,9052630000000000000,234,1690000000000000000,Fresca Toronja,4036,6420000000000000000,"Fresca Fusión, Botella Pet 1.75 L, 4 Piezas"
1,12013492,8901380000000000000,2429,7960000000000000000,Coca - Cola,608,8590000000000000000,"Coca - Cola, Botella Pet 355 ml, 12 Piezas"
1,11182396,8833980000000000000,3919,5360000000000000000,Coca - Cola Zero,1527,7020000000000000000,"Coca - Cola, Botella Pet 600 ml, 12 Piezas"
1,9474759,8908240000000000000,818,2030000000000000000,Sprite Lima Limón,3140,3130000000000000000,"Sprite Lima Limón, Botella Pet 1.50 L Retornable, 12 Piezas"
1,1854239,9176250000000000000,648,9000000000000000000,Fuze Tea Limón,3487,7370000000000000000,"Fuze Tea Sin Azúcar Durazno, Botella Pet 600 ml, 6 Piezas"
1,5783261,9208840000000000000,3274,7350000000000000000,Coca - Cola,3601,70000000000000000,"Coca - Cola Sin Azúcar, Botella Pet 2.00 L, 8 Piezas"
1,7009401,9200740000000000000,508,6800000000000000000,Fresca Toronja,3885,6730000000000000000,"Fresca Surtida, Botella Pet 2.00 L, 8 Piezas"
1,4664560,9190840000000000000,3735,3120000000000000000,Santa Clara Leche Cappuccino,1916,1870000000000000000,"Santa Clara Leche Entera, Tetra Pack 1.00 L, 4 Piezas"
1,15080703,9129370000000000000,8,7510000000000000000,Coca - Cola,173,858000000000000000,"Coca - Cola Light Sin Cafeína, Botella Pet 600 ml, 24 Piezas"
1,6683557,9005360000000000000,1211,3350000000000000000,Fanta Naranja,1275,8940000000000000000,"Fanta Naranja, Botella Pet 500 ml, 12 Piezas"
1,13033989,9055610000000000000,608,8590000000000000000,Coca - Cola,3224,3920000000000000000,"Coca - Cola Zero, Botella Pet 1.50 L Retornable, 12 Piezas"
1,15615902,9163020000000000000,8,7510000000000000000,Coca - Cola,173,858000000000000000,"Coca - Cola Light Sin Cafeína, Botella Pet 600 ml, 24 Piezas"
1,13250432,8948940000000000000,3734,546000000000000000,Santa Clara Leche Fresa,2895,7800000000000000000,"Santa Clara Leche Cajeta, Tetra Pack 200 ml, 4 Piezas"
1,2684739,9073430000000000000,2120,2210000000000000000,Familia Coca - Cola,1449,5530000000000000000,"Familia Coca - Cola, Paquete Surtido Botella Pet 600 ml, 12 Piezas"
1,21735780,9060670000000000000,219,4490000000000000000,Powerade Moras,495,5740000000000000000,"Powerade Citrus Limón, Botella Pet 1.00 L, 6 Piezas"
1,11791739,8846570000000000000,58,6660000000000000000,Coca - Cola,3003,4680000000000000000,"Coca - Cola Zero, Botella Vidrio 235 ml, 24 Piezas"
1,21538393,9221430000000000000,600,8210000000000000000,Del Valle Mango,599,1970000000000000000,"Del Valle Guayaba, Lata 453 ml, 6 Piezas"
1,14632339,9046860000000000000,219,4490000000000000000,Powerade Moras,495,5740000000000000000,"Powerade Citrus Limón, Botella Pet 1.00 L, 6 Piezas"
1,4345427,8873930000000000000,2874,4290000000000000000,Del Valle Mango,380,389000000000000000,"Del Valle Durazno, Botella Vidrio 250 ml, 6 Piezas"
1,17684244,8879550000000000000,498,7020000000000000000,Del Valle Mango,1850,5150000000000000000,"Del Valle Surtida, Tetra Pack 1.00 L, 4 Piezas"
1,21166748,9054910000000000000,1307,8870000000000000000,Familia Coca - Cola,1664,5020000000000000000,"Familia Coca - Cola, Paquete Surtido Botella Pet 500 ml, 12 Piezas"
1,14188310,9170240000000000000,3734,546000000000000000,Santa Clara Leche Fresa,2895,7800000000000000000,"Santa Clara Leche Cajeta, Tetra Pack 200 ml, 4 Piezas"
1,11630218,8961370000000000000,377,1260000000000000000,Del Valle Manzana,2829,3760000000000000000,"Del Valle Guayaba, Botella Pet 237 ml, 6 Piezas"
1,23697094,8873610000000000000,406,279000000000000000,Coca - Cola,2392,4910000000000000000,"Coca - Cola Light, Botella Pet 1.50 L, 6 Piezas"
1,6806134,9082670000000000000,462,3080000000000000000,Powerade Moras,1529,7690000000000000000,"Powerade Uva, Botella Pet 1.00 L, 6 Piezas"
1,8188822,9103010000000000000,77,3170000000000000000,Coca - Cola,2783,3230000000000000000,"Coca - Cola Zero, Botella Vidrio 500 ml, 12 Piezas"
1,4065870,8971090000000000000,2717,2370000000000000000,Ades Soya Natural,2714,1290000000000000000,"Ades Frutal Guanábana, Tetra Pack 946 ml, 3 Piezas"
1,5217306,8970210000000000000,462,3080000000000000000,Powerade Moras,1529,7690000000000000000,"Powerade Uva, Botella Pet 1.00 L, 6 Piezas"
1,8668647,8918720000000000000,3161,2840000000000000000,Monster Energy Original,2941,5320000000000000000,"Monster Hamilton Uva, Lata 473 ml, 4 Piezas"
1,21382613,9152030000000000000,820,990000000000000000,Valle Frut Citrus Punch,1867,2990000000000000000,"Valle Frut Limón, Botella Pet 1.50 L, 6 Piezas"
1,16950481,9077450000000000000,180,7100000000000000000,Coca - Cola,39,275000000000000000,"Coca - Cola Light, Botella Pet 1.00 L, 12 Piezas"
1,2718529,8884950000000000000,99,6140000000000000000,Coca - Cola,2819,2320000000000000000,"Coca - Cola, Botella Vidrio 355 ml, 24 Piezas"
1,6912828,8844690000000000000,219,4490000000000000000,Powerade Moras,495,5740000000000000000,"Powerade Citrus Limón, Botella Pet 1.00 L, 6 Piezas"
1,2654593,8848550000000000000,310,2520000000000000000,Coca - Cola,3402,1090000000000000000,"Coca - Cola, Botella Pet 2.00 L Retornable, 8 Piezas"
1,6749417,9061280000000000000,2577,2370000000000000000,Coca - Cola Zero,1405,5540000000000000000,"Coca - Cola, Botella Pet 400 ml, 12 Piezas"
1,4715183,9015980000000000000,1760,3120000000000000000,Coca - Cola,2860,1110000000000000000,"Coca - Cola Zero, Lata 473 ml, 24 Piezas"
1,12388137,9104870000000000000,433,2280000000000000000,Sprite Lima Limón,74,3330000000000000000,"Sprite Lima Limón, Botella Pet 2.00 L, 8 Piezas"
1,4308727,9169510000000000000,180,7100000000000000000,Coca - Cola,39,275000000000000000,"Coca - Cola Light, Botella Pet 1.00 L, 12 Piezas"
1,16381669,9193010000000000000,99,6140000000000000000,Coca - Cola,2819,2320000000000000000,"Coca - Cola, Botella Vidrio 355 ml, 24 Piezas"
1,15521348,8922150000000000000,443,2100000000000000000,Valle Frut Citrus Punch,782,8900000000000000000,"Valle Frut Citrus Punch, Botella Pet 500 ml, 12 Piezas"
1,4757756,8913110000000000000,404,4740000000000000000,Valle Frut Citrus Punch,3668,2120000000000000000,"Valle Frut Mandarina, Botella Pet 2.00 L, 8 Piezas"
1,7574205,8917890000000000000,152,9100000000000000000,Fresca Toronja,554,2470000000000000000,"Fresca Toronja, Botella Pet 600 ml, 4 Piezas"
1,4459076,8964550000000000000,8,7510000000000000000,Coca - Cola,173,858000000000000000,"Coca - Cola Light Sin Cafeína, Botella Pet 600 ml, 24 Piezas"
1,4636495,8956650000000000000,99,6140000000000000000,Coca - Cola,2819,2320000000000000000,"Coca - Cola, Botella Vidrio 355 ml, 24 Piezas"
1,8108210,9134910000000000000,8,7510000000000000000,Coca - Cola,173,858000000000000000,"Coca - Cola Light Sin Cafeína, Botella Pet 600 ml, 24 Piezas"
1,638156,8888940000000000000,310,2520000000000000000,Coca - Cola,3402,1090000000000000000,"Coca - Cola, Botella Pet 2.00 L Retornable, 8 Piezas"
1,13608146,8912230000000000000,375,8050000000000000000,Del Valle Mango,3253,7670000000000000000,"Del Valle Surtida, Botella Pet 1.00 L, 6 Piezas"
1,18979045,8890910000000000000,478,2670000000000000000,Pulpy Naranja,3085,895000000000000000,"Pulpy Sábila, Botella Pet 400 ml, 6 Piezas"
1,13005198,9004490000000000000,1152,4010000000000000000,Topo Chico Agua Mineral,4153,9100000000000000000,"Topo Chico Agua Mineral, Botella Vidrio 355 ml, 12 Piezas"
1,20986796,9203810000000000000,177,4710000000000000000,Coca - Cola,1679,6480000000000000000,"Coca - Cola Life, Botella Pet 2.00 L, 8 Piezas"
1,23846523,9071710000000000000,220,6230000000000000000,Powerade Frutas Rojas,1290,8330000000000000000,"Powerade Mango, Botella Pet 600 ml, 6 Piezas"
1,7322585,9221450000000000000,463,6080000000000000000,Powerade Frutas Rojas,2908,2900000000000000000,"Powerade Coco, Botella Pet 600 ml, 6 Piezas"
1,19505485,9062440000000000000,2574,1890000000000000000,Coca - Cola Zero,3601,70000000000000000,"Coca - Cola Sin Azúcar, Botella Pet 2.00 L, 8 Piezas"
1,4026440,8901400000000000000,653,8340000000000000000,Fuze Tea Durazno,733,942000000000000000,"Fuze Tea Limón, Botella Pet 600 ml, 6 Piezas"
1,8247375,9054880000000000000,99,6140000000000000000,Coca - Cola,2819,2320000000000000000,"Coca - Cola, Botella Vidrio 355 ml, 24 Piezas"
1,17140578,9065390000000000000,406,279000000000000000,Coca - Cola,2392,4910000000000000000,"Coca - Cola Light, Botella Pet 1.50 L, 6 Piezas"
1,2314771,8876630000000000000,3471,3580000000000000000,Coca - Cola Zero,1472,7740000000000000000,"Coca - Cola, Botella Vidrio 237 ml, 6 Piezas"
1,23685973,8930630000000000000,99,6140000000000000000,Coca - Cola,2819,2320000000000000000,"Coca - Cola, Botella Vidrio 355 ml, 24 Piezas"
1,8100546,8975950000000000000,2,6270000000000000000,Coca - Cola,3599,1990000000000000000,"Coca - Cola Sin Azúcar, Botella Pet 1.50 L, 8 Piezas"
1,17543279,9091670000000000000,3992,8210000000000000000,Del Valle Manzana,394,340000000000000000,"Del Valle Piña, Lata 335 ml, 6 Piezas"
1,17215607,9042720000000000000,376,6630000000000000000,Del Valle Durazno,2947,6560000000000000000,"Del Valle y Nada Limón Pepino, Botella Pet 600 ml, 6 Piezas"
1,20463453,9039830000000000000,1145,238000000000000000,Joya Ponche,1296,1460000000000000000,"Joya Uva, Botella Pet 1.50 L, 8 Piezas"
1,1636135,9157180000000000000,110,7510000000000000000,Sidral Mundet Manzana,3593,6800000000000000000,"Sidral Mundet Manzana, Botella Pet 2.00 L Retornable, 8 Piezas"
1,20589330,9205210000000000000,3898,8130000000000000000,Coca - Cola,2108,4950000000000000000,"Coca - Cola, Botella Vidrio 237 ml, 12 Piezas"
1,20481921,8865490000000000000,1152,4010000000000000000,Topo Chico Agua Mineral,4153,9100000000000000000,"Topo Chico Agua Mineral, Botella Vidrio 355 ml, 12 Piezas"
1,2567856,8998540000000000000,337,1150000000000000000,Powerade Moras,636,744000000000000000,"Powerade Jugo Lima Limón, Botella Pet 500 ml, 6 Piezas"
1,8845901,8990740000000000000,219,4490000000000000000,Powerade Moras,495,5740000000000000000,"Powerade Citrus Limón, Botella Pet 1.00 L, 6 Piezas"
1,260449,8995080000000000000,499,4800000000000000000,Del Valle Durazno,389,329000000000000000,"Del Valle Néctar Manzana, Tetra Pack 200 ml, 4 Piezas"
1,22264797,9052170000000000000,2577,2370000000000000000,Coca - Cola Zero,1405,5540000000000000000,"Coca - Cola, Botella Pet 400 ml, 12 Piezas"
1,1574575,9186200000000000000,3898,8130000000000000000,Coca - Cola,2108,4950000000000000000,"Coca - Cola, Botella Vidrio 237 ml, 12 Piezas"
1,11840298,9053650000000000000,138,6150000000000000000,Ciel Agua Purificada,2609,7760000000000000000,"Ciel Agua Purificada, Botella Pet 1.00 L, 4 Piezas"
1,20911412,9150680000000000000,2574,1890000000000000000,Coca - Cola Zero,3601,70000000000000000,"Coca - Cola Sin Azúcar, Botella Pet 2.00 L, 8 Piezas"
1,10190281,9207800000000000000,8,7510000000000000000,Coca - Cola,173,858000000000000000,"Coca - Cola Light Sin Cafeína, Botella Pet 600 ml, 24 Piezas"
1,7301314,9023950000000000000,1533,7280000000000000000,Fanta Fresa,369,7970000000000000000,"Fanta Piña, Botella Pet 2.50 L, 8 Piezas"
1,12922942,9102800000000000000,499,4800000000000000000,Del Valle Durazno,389,329000000000000000,"Del Valle Néctar Manzana, Tetra Pack 200 ml, 4 Piezas"
1,1664044,8930400000000000000,180,7100000000000000000,Coca - Cola,39,275000000000000000,"Coca - Cola Light, Botella Pet 1.00 L, 12 Piezas"
1,13683518,9150360000000000000,463,6080000000000000000,Powerade Frutas Rojas,2908,2900000000000000000,"Powerade Coco, Botella Pet 600 ml, 6 Piezas"
1,9497543,8851320000000000000,8,7510000000000000000,Coca - Cola,173,858000000000000000,"Coca - Cola Light Sin Cafeína, Botella Pet 600 ml, 24 Piezas"
1,5152258,9069330000000000000,1018,3450000000000000000,Fuze Tea Frutos Rojos,653,8340000000000000000,"Fuze Tea Durazno, Botella Pet 600 ml, 6 Piezas"
1,11196764,8931270000000000000,404,4740000000000000000,Valle Frut Citrus Punch,3668,2120000000000000000,"Valle Frut Mandarina, Botella Pet 2.00 L, 8 Piezas"
1,1327009,9130970000000000000,3250,1810000000000000000,Sidral Mundet Manzana,3267,3260000000000000000,"Sidral Mundet Manzana - Durazno, Botella Pet 2.50 L, 4 Piezas"
1,9326036,9115100000000000000,411,1760000000000000000,Del Valle Guayaba,2862,2520000000000000000,"Del Valle y Nada Coco, Botella Pet 600 ml, 6 Piezas"
1,14935375,9218010000000000000,77,3170000000000000000,Coca - Cola,2783,3230000000000000000,"Coca - Cola Zero, Botella Vidrio 500 ml, 12 Piezas"
1,22161747,8860420000000000000,506,576000000000000000,Coca - Cola,211,7850000000000000000,"Coca - Cola Zero, Botella Pet 2.00 L, 8 Piezas"
1,2759245,9054690000000000000,1018,3450000000000000000,Fuze Tea Frutos Rojos,653,8340000000000000000,"Fuze Tea Durazno, Botella Pet 600 ml, 6 Piezas"
1,9357800,9092620000000000000,6,7030000000000000000,Coca - Cola,580,1910000000000000000,"Coca - Cola Zero, Botella Pet 355 ml, 24 Piezas"
1,6329479,8863930000000000000,1820,8600000000000000000,Del Valle Durazno,2616,5410000000000000000,"Del Valle Durazno, Tetra Pack 946 ml, 12 Piezas"
1,3914059,8971510000000000000,2577,2370000000000000000,Coca - Cola Zero,1405,5540000000000000000,"Coca - Cola, Botella Pet 400 ml, 12 Piezas"
1,2393452,9222440000000000000,2663,2840000000000000000,Coca - Cola Zero,4126,3360000000000000000,"Coca - Cola Zero, Botella Vidrio 235 ml, 6 Piezas"
1,13133655,8858760000000000000,3658,5330000000000000000,Flashlyte Uva,3656,3580000000000000000,"Flashlyte Fresa, Botella Pet 625 ml, 6 Piezas"
1,19858319,8834770000000000000,994,1020000000000000000,Santa Clara Leche Entera,2788,6130000000000000000,"Santa Clara Leche Cappuccino, Tetra Pack 200 ml, 6 Piezas"
1,12626669,9134650000000000000,3671,5040000000000000000,Sprite Lima Limón,416,1720000000000000000,"Sprite Lima Limón, Botella Pet 400 ml, 24 Piezas"
1,15754252,9063580000000000000,38,7930000000000000000,Coca - Cola,2108,4950000000000000000,"Coca - Cola, Botella Vidrio 237 ml, 12 Piezas"
1,21016511,9126680000000000000,1152,4010000000000000000,Topo Chico Agua Mineral,4153,9100000000000000000,"Topo Chico Agua Mineral, Botella Vidrio 355 ml, 12 Piezas"
1,7274247,8875360000000000000,544,338000000000000000,Fanta Naranja,3080,8960000000000000000,"Fanta Piña, Botella Pet 600 ml, 6 Piezas"
1,9625737,8966430000000000000,1152,4010000000000000000,Topo Chico Agua Mineral,4153,9100000000000000000,"Topo Chico Agua Mineral, Botella Vidrio 355 ml, 12 Piezas"
1,23228302,9112090000000000000,1152,4010000000000000000,Topo Chico Agua Mineral,4153,9100000000000000000,"Topo Chico Agua Mineral, Botella Vidrio 355 ml, 12 Piezas"
1,1352471,9110510000000000000,549,8590000000000000000,Delaware Punch Uva,2981,2780000000000000000,"Santa Clara Yogurt Batido Guayaba, Botella Pet 500 ml, 6 Piezas"
1,16933671,9072810000000000000,3986,5860000000000000000,Coca - Cola,13,2840000000000000000,"Coca - Cola Light, Botella Vidrio 500 ml, 24 Piezas"
1,14002977,9216630000000000000,1152,4010000000000000000,Topo Chico Agua Mineral,4153,9100000000000000000,"Topo Chico Agua Mineral, Botella Vidrio 355 ml, 12 Piezas"
1,13686828,9091050000000000000,1154,2680000000000000000,Topo Chico Sangría,1178,3430000000000000000,"Topo Chico Agua Mineral, Botella Pet 1.50 L, 12 Piezas"
1,21865598,8863350000000000000,2,6270000000000000000,Coca - Cola,3599,1990000000000000000,"Coca - Cola Sin Azúcar, Botella Pet 1.50 L, 8 Piezas"
1,15956162,8832970000000000000,994,1020000000000000000,Santa Clara Leche Entera,2788,6130000000000000000,"Santa Clara Leche Cappuccino, Tetra Pack 200 ml, 6 Piezas"
1,20548904,8857370000000000000,544,338000000000000000,Fanta Naranja,3080,8960000000000000000,"Fanta Piña, Botella Pet 600 ml, 6 Piezas"
1,18175766,9199790000000000000,820,990000000000000000,Valle Frut Citrus Punch,1867,2990000000000000000,"Valle Frut Limón, Botella Pet 1.50 L, 6 Piezas"
1,20598516,8985580000000000000,2663,2840000000000000000,Coca - Cola Zero,4126,3360000000000000000,"Coca - Cola Zero, Botella Vidrio 235 ml, 6 Piezas"
1,812560,8842870000000000000,2924,4120000000000000000,Coca - Cola,973,5310000000000000000,"Coca - Cola Life, Botella Vidrio 500 ml, 24 Piezas"
